CustomerID,BirthDate,Age,Gender,ZIP,SocioEconomicIndex,PD_Rating,CreditProductCode,IsBankCard,CardStatus,DebtHistory_1_Date,DebtHistory_1_Amount,DebtHistory_1_ReturnReason,DebtHistory_1_CollectionChannel,DebtHistory_1_CollectionChannelCode,DebtHistory_1_CollectionDays,DebtHistory_2_Date,DebtHistory_2_Amount,DebtHistory_2_ReturnReason,DebtHistory_2_CollectionChannel,DebtHistory_2_CollectionChannelCode,DebtHistory_2_CollectionDays,DebtHistory_3_Date,DebtHistory_3_Amount,DebtHistory_3_ReturnReason,DebtHistory_3_CollectionChannel,DebtHistory_3_CollectionChannelCode,DebtHistory_3_CollectionDays,DebtHistory_4_Date,DebtHistory_4_Amount,DebtHistory_4_ReturnReason,DebtHistory_4_CollectionChannel,DebtHistory_4_CollectionChannelCode,DebtHistory_4_CollectionDays,DebtHistory_5_Date,DebtHistory_5_Amount,DebtHistory_5_ReturnReason,DebtHistory_5_CollectionChannel,DebtHistory_5_CollectionChannelCode,DebtHistory_5_CollectionDays,Alert_1_Code,Alert_1_Date,Alert_2_Code,Alert_2_Date,Alert_3_Code,Alert_3_Date,Alert_4_Code,Alert_4_Date,Alert_5_Code,Alert_5_Date
300245,13/04/1955,71,Other,18574,1,High,1,1,Blocked,06/01/2020,9523.35,TechnicalError,CallCenter,2,102,20/02/2020,4037.99,TechnicalError,App,2,179,05/04/2020,934.28,InsufficientFunds,App,3,66,,,,,,,,,,,,,,,,,151,15/10/2025,,,,
300246,18/09/1944,81,Other,43141,4,Medium,4,1,Blocked,21/12/2021,665.88,InsufficientFunds,App,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,30/03/2024,186,02/04/2024,,
300247,10/03/1968,57,Female,88781,1,Medium,2,1,Active,31/01/2021,5055.03,CardExpired,App,2,55,17/03/2021,2766.99,InsufficientFunds,Branch,2,28,,,,,,,,,,,,,,,,,,,148,20/11/2024,141,06/11/2024,114,22/10/2024,,,,
300248,24/09/1988,38,Male,30660,2,Low,2,1,Blocked,24/07/2025,4358.12,TechnicalError,App,1,99,,,,,,,,,,,,,,,,,,,,,,,,,135,03/01/2026,,,129,15/09/2025,,,171,05/06/2025
300249,24/11/1959,66,Male,48173,3,Medium,3,1,Blocked,10/02/2023,5620.57,InsufficientFunds,CallCenter,1,131,27/03/2023,6259.37,CardExpired,Branch,1,167,11/05/2023,6382.77,CardExpired,App,1,46,25/06/2023,3801.2,TechnicalError,CallCenter,2,126,,,,,,,,,160,08/08/2024,,,120,17/08/2024,,
300250,19/09/1953,72,Other,49026,2,Low,3,0,Expired,03/09/2020,1871.4,CardExpired,App,1,97,18/10/2020,8171.4,InsufficientFunds,App,1,140,,,,,,,,,,,,,,,,,,,,,,,,,104,20/06/2025,,
300251,02/10/1973,52,Male,90514,8,Medium,1,0,Active,21/01/2023,3228.04,InsufficientFunds,CallCenter,3,98,07/03/2023,1171.79,TechnicalError,Branch,2,8,21/04/2023,6257.17,InsufficientFunds,App,3,43,,,,,,,,,,,,,,,126,09/01/2025,137,11/04/2025,,,122,24/11/2024
300252,05/05/1982,43,Male,21159,4,Low,2,1,Expired,06/05/2019,5987.91,CardExpired,CallCenter,1,14,20/06/2019,8994.53,InsufficientFunds,CallCenter,1,56,04/08/2019,9099.23,InsufficientFunds,CallCenter,3,108,18/09/2019,8793.6,InsufficientFunds,App,3,26,02/11/2019,2734.13,TechnicalError,App,2,174,,,,,185,08/05/2024,167,17/10/2024,192,08/12/2024
300253,20/09/1950,75,Female,87297,8,Low,4,0,Blocked,31/12/2015,8162,TechnicalError,App,3,90,14/02/2016,9465.17,TechnicalError,Branch,3,70,30/03/2016,8027.59,TechnicalError,Branch,1,123,14/05/2016,2531.11,InsufficientFunds,Branch,2,64,,,,,,,,,,,,,,,,
300254,01/07/2000,25,Male,41078,6,Low,4,0,Active,27/05/2016,7582.35,CardExpired,Branch,1,58,11/07/2016,4342.6,InsufficientFunds,Branch,2,97,25/08/2016,4309.47,TechnicalError,App,3,22,09/10/2016,4556.82,InsufficientFunds,CallCenter,1,82,23/11/2016,7985.2,TechnicalError,App,3,150,198,24/11/2024,,,163,17/08/2024,,,159,21/05/2024
300255,17/07/1958,67,Male,29998,3,High,2,0,Active,05/11/2020,8413.67,InsufficientFunds,CallCenter,1,106,20/12/2020,8797.07,TechnicalError,App,2,32,,,,,,,,,,,,,,,,,,,,,151,28/04/2025,,,192,25/02/2025,170,01/05/2025
300256,14/10/1960,65,Other,11438,1,Medium,3,1,Active,09/11/2017,4409.69,TechnicalError,App,2,79,,,,,,,,,,,,,,,,,,,,,,,,,139,18/11/2024,,,,,140,25/11/2024,129,24/09/2024
300257,17/07/1979,46,Other,77811,9,High,2,1,Blocked,21/11/2018,7815.56,TechnicalError,CallCenter,1,118,05/01/2019,6603.91,CardExpired,Branch,2,142,19/02/2019,590.91,InsufficientFunds,App,3,102,05/04/2019,1628.28,InsufficientFunds,App,1,90,,,,,,,189,02/02/2025,103,17/09/2025,,,,,,
300258,26/01/1949,76,Female,58472,8,Low,1,0,Blocked,18/04/2015,743.3,CardExpired,CallCenter,2,19,02/06/2015,2493.35,TechnicalError,App,2,179,17/07/2015,5354.61,TechnicalError,CallCenter,1,104,31/08/2015,9468.19,CardExpired,CallCenter,2,75,,,,,,,154,07/07/2024,108,28/08/2024,171,13/10/2024,134,24/02/2024,132,11/04/2024
300259,23/07/1964,62,Other,32299,7,Low,1,1,Blocked,26/08/2018,3614.12,CardExpired,App,1,167,10/10/2018,7836.11,TechnicalError,App,1,21,24/11/2018,852.3,TechnicalError,App,3,36,,,,,,,,,,,,,,,,,193,21/12/2025,,,,
300260,20/06/1953,73,Male,91730,5,Low,1,1,Active,14/09/2019,5731.71,TechnicalError,Branch,1,85,29/10/2019,3199.12,InsufficientFunds,Branch,3,66,13/12/2019,6989.57,InsufficientFunds,CallCenter,2,52,,,,,,,,,,,,,151,23/11/2025,,,,,180,24/05/2025,,
300261,19/03/1979,46,Other,25082,6,Medium,3,1,Expired,30/10/2024,4750.95,InsufficientFunds,Branch,2,177,14/12/2024,5908.3,TechnicalError,Branch,3,40,,,,,,,,,,,,,,,,,,,120,10/12/2024,,,171,23/02/2025,,,,
300262,14/05/1983,43,Male,76547,2,Low,3,1,Blocked,02/10/2022,4646.92,InsufficientFunds,CallCenter,1,174,,,,,,,,,,,,,,,,,,,,,,,,,134,21/04/2025,,,197,15/12/2025,,,,
300263,21/01/1993,32,Male,66196,6,Medium,4,0,Blocked,07/06/2017,255.93,TechnicalError,App,1,20,22/07/2017,4956.56,InsufficientFunds,CallCenter,3,5,,,,,,,,,,,,,,,,,,,,,114,02/08/2024,109,27/06/2024,,,110,10/11/2024
300264,11/02/1987,39,Male,68531,2,High,2,1,Expired,06/11/2025,5114.38,TechnicalError,App,3,133,21/12/2025,6739.37,TechnicalError,CallCenter,2,157,,,,,,,,,,,,,,,,,,,,,,,112,10/01/2026,,,,
300265,05/06/1948,77,Male,65832,9,Low,1,1,Blocked,04/06/2018,2133.84,TechnicalError,App,1,81,19/07/2018,6891.13,CardExpired,CallCenter,1,111,02/09/2018,5821.55,TechnicalError,App,3,139,,,,,,,,,,,,,117,06/02/2025,112,21/08/2024,,,110,13/06/2024,,
300266,22/09/1942,83,Male,92663,9,High,3,1,Blocked,01/03/2020,3721.02,CardExpired,App,3,110,,,,,,,,,,,,,,,,,,,,,,,,,105,14/03/2025,192,21/03/2024,124,07/12/2024,,,102,09/10/2024
300267,12/12/1972,54,Other,92455,3,Low,4,0,Blocked,23/08/2020,591.65,CardExpired,CallCenter,3,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300268,08/06/1993,32,Other,85329,4,Medium,1,1,Blocked,01/05/2023,68.81,TechnicalError,Branch,2,118,,,,,,,,,,,,,,,,,,,,,,,,,105,19/05/2025,,,,,,,150,12/05/2025
300269,18/05/1967,58,Other,51289,5,Medium,2,1,Expired,04/08/2018,6004.04,TechnicalError,App,3,20,18/09/2018,2014.11,InsufficientFunds,App,2,9,02/11/2018,5494.58,InsufficientFunds,Branch,3,18,17/12/2018,2738.97,InsufficientFunds,Branch,2,36,,,,,,,,,,,,,,,,
300270,09/03/1998,27,Other,51120,2,High,3,0,Expired,21/03/2019,5858.83,InsufficientFunds,App,2,72,05/05/2019,2749.96,TechnicalError,Branch,2,84,,,,,,,,,,,,,,,,,,,101,10/10/2024,,,104,29/09/2024,120,13/02/2025,,
300271,04/11/1989,36,Other,93107,1,High,2,0,Active,21/04/2024,4260.6,TechnicalError,CallCenter,2,80,05/06/2024,8380.54,TechnicalError,Branch,1,1,,,,,,,,,,,,,,,,,,,169,14/05/2025,185,06/09/2024,129,09/11/2024,100,23/07/2025,,
300272,07/06/1972,53,Female,23865,8,High,4,1,Active,12/01/2023,1383.33,CardExpired,Branch,2,133,,,,,,,,,,,,,,,,,,,,,,,,,135,01/05/2025,,,,,,,,
300273,20/10/1954,72,Female,82479,5,High,3,0,Blocked,18/10/2016,7177.39,CardExpired,Branch,3,56,02/12/2016,5295.37,TechnicalError,CallCenter,2,55,16/01/2017,8068.92,CardExpired,Branch,3,129,02/03/2017,7047.51,TechnicalError,Branch,3,160,,,,,,,,,,,,,175,18/01/2026,,
300274,18/06/1995,30,Female,87948,2,Medium,4,0,Expired,29/06/2019,2011.53,TechnicalError,Branch,2,152,,,,,,,,,,,,,,,,,,,,,,,,,116,26/06/2024,,,163,20/06/2024,,,159,23/02/2025
300275,24/05/1948,77,Male,87641,3,Low,3,1,Blocked,05/09/2024,1822.45,TechnicalError,CallCenter,1,22,20/10/2024,7252.58,InsufficientFunds,CallCenter,2,86,,,,,,,,,,,,,,,,,,,173,15/10/2024,,,,,164,13/05/2024,,
300276,06/05/1979,46,Female,32299,6,Medium,2,1,Expired,28/04/2024,8865.03,InsufficientFunds,CallCenter,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,13/01/2025,,
300277,03/02/1978,47,Male,35861,3,Medium,2,1,Expired,06/02/2017,2812.31,CardExpired,App,1,3,23/03/2017,4292.17,CardExpired,App,3,100,07/05/2017,5341.55,CardExpired,Branch,1,8,21/06/2017,2897.56,InsufficientFunds,App,2,125,,,,,,,,,,,183,20/03/2025,,,178,10/06/2025
300278,26/10/1993,33,Male,47564,8,High,2,1,Active,21/11/2016,5539.29,TechnicalError,Branch,1,127,05/01/2017,8167.64,TechnicalError,Branch,1,171,19/02/2017,1374.6,InsufficientFunds,Branch,3,172,05/04/2017,1247.19,TechnicalError,App,3,136,20/05/2017,7508.58,TechnicalError,App,2,178,,,193,12/05/2026,,,,,107,26/09/2025
300279,24/01/1954,72,Other,83390,3,High,3,0,Active,03/03/2021,2878.14,InsufficientFunds,CallCenter,3,18,,,,,,,,,,,,,,,,,,,,,,,,,134,15/02/2025,,,,,,,,
300280,13/04/1945,81,Female,89397,8,Medium,1,0,Active,30/08/2023,3101.59,TechnicalError,App,3,17,14/10/2023,7434.49,CardExpired,App,1,140,28/11/2023,7774.81,CardExpired,CallCenter,2,81,12/01/2024,1461.98,InsufficientFunds,Branch,3,123,26/02/2024,9289.5,InsufficientFunds,Branch,1,89,130,30/12/2025,130,26/04/2025,120,09/10/2025,,,112,13/09/2025
300281,17/02/1969,56,Male,49182,5,Medium,1,1,Expired,07/07/2020,9188.78,CardExpired,Branch,3,65,21/08/2020,1112.79,CardExpired,Branch,2,89,05/10/2020,4419.17,CardExpired,CallCenter,2,70,,,,,,,,,,,,,,,,,,,,,,
300282,25/05/2008,18,Male,92671,4,Low,1,1,Active,08/03/2018,8297.4,InsufficientFunds,CallCenter,3,112,22/04/2018,2928.39,TechnicalError,CallCenter,1,38,06/06/2018,463.32,CardExpired,CallCenter,2,113,21/07/2018,1472.04,InsufficientFunds,Branch,1,160,,,,,,,,,126,29/03/2026,,,,,,
300283,26/03/1953,72,Female,57117,6,High,2,1,Blocked,05/09/2020,2416.78,InsufficientFunds,Branch,2,95,20/10/2020,7603.94,TechnicalError,App,1,139,04/12/2020,1573.56,TechnicalError,App,3,43,18/01/2021,5756.19,InsufficientFunds,App,1,20,,,,,,,,,,,185,05/09/2024,189,29/04/2025,,
300284,05/10/1976,49,Male,41083,6,Low,2,1,Expired,30/06/2023,7504.01,CardExpired,Branch,1,10,14/08/2023,4519.2,TechnicalError,CallCenter,3,79,,,,,,,,,,,,,,,,,,,,,,,,,185,13/07/2024,,
300285,03/09/1965,60,Male,73168,6,Low,4,1,Blocked,10/11/2020,287.28,TechnicalError,Branch,3,8,25/12/2020,842.72,TechnicalError,App,3,108,08/02/2021,9808.13,InsufficientFunds,CallCenter,1,105,25/03/2021,6807.78,InsufficientFunds,CallCenter,1,78,,,,,,,,,,,,,,,115,28/10/2024
300286,19/05/1967,59,Male,14747,4,Medium,2,0,Active,12/02/2017,5069.4,CardExpired,CallCenter,1,33,29/03/2017,2970.66,InsufficientFunds,CallCenter,1,152,13/05/2017,1514.11,TechnicalError,Branch,1,70,27/06/2017,6215.16,InsufficientFunds,CallCenter,2,74,11/08/2017,3813.56,TechnicalError,Branch,3,14,196,23/08/2025,,,,,,,,
300287,11/06/1959,67,Female,42641,9,Low,2,0,Blocked,19/07/2019,1402,InsufficientFunds,App,1,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,15/03/2025,,,115,19/12/2025
300288,26/03/1998,28,Female,28985,4,High,3,1,Blocked,31/10/2024,1308.67,TechnicalError,App,1,137,,,,,,,,,,,,,,,,,,,,,,,,,,,119,23/06/2025,,,,,142,15/07/2025
300289,13/08/1989,37,Male,62362,7,Medium,4,0,Blocked,27/04/2018,3650.56,InsufficientFunds,App,3,174,11/06/2018,7145.98,CardExpired,CallCenter,3,102,26/07/2018,4192.23,InsufficientFunds,App,2,44,,,,,,,,,,,,,152,30/07/2025,158,20/08/2025,125,18/08/2025,,,194,27/07/2025
300290,24/10/2006,19,Female,82385,6,High,2,1,Expired,18/05/2024,5704.58,InsufficientFunds,Branch,3,16,,,,,,,,,,,,,,,,,,,,,,,,,117,29/09/2025,,,106,26/11/2025,101,23/07/2025,112,15/02/2025
300291,04/02/1991,34,Male,27219,2,High,1,0,Active,22/07/2024,6262.7,CardExpired,App,2,149,05/09/2024,4351.45,TechnicalError,CallCenter,1,150,20/10/2024,2996.17,TechnicalError,CallCenter,2,173,,,,,,,,,,,,,128,03/12/2024,112,02/09/2024,190,17/03/2025,,,,
300292,20/02/1954,71,Other,56254,1,High,1,0,Blocked,29/11/2024,2118.33,InsufficientFunds,CallCenter,3,22,,,,,,,,,,,,,,,,,,,,,,,,,120,25/10/2024,,,146,09/09/2024,,,107,15/09/2024
300293,01/02/1985,41,Female,33614,1,High,4,0,Active,28/09/2023,6448.63,InsufficientFunds,CallCenter,3,144,12/11/2023,6134.8,TechnicalError,App,2,38,27/12/2023,6528.22,CardExpired,CallCenter,1,125,10/02/2024,6866.31,InsufficientFunds,Branch,1,90,26/03/2024,4015.27,CardExpired,Branch,1,87,,,,,,,,,,
300294,11/09/1999,27,Female,97149,1,Medium,3,1,Active,06/05/2025,8482.64,InsufficientFunds,CallCenter,2,87,20/06/2025,5649.96,TechnicalError,App,2,136,,,,,,,,,,,,,,,,,,,,,,,,,133,18/07/2025,,
300295,02/08/1956,69,Female,39271,1,Medium,4,1,Expired,13/06/2017,301.63,InsufficientFunds,CallCenter,3,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,08/07/2024
300296,25/04/1981,44,Female,15237,2,Medium,2,1,Expired,02/11/2017,9093.32,InsufficientFunds,Branch,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,13/05/2025,,
300297,26/12/1995,30,Other,29593,5,High,3,0,Active,24/12/2017,1390.34,InsufficientFunds,CallCenter,3,119,07/02/2018,3539.99,TechnicalError,App,2,163,24/03/2018,9694.55,TechnicalError,CallCenter,3,170,08/05/2018,252.8,CardExpired,Branch,3,179,,,,,,,158,19/05/2025,,,109,12/04/2025,178,31/07/2025,,
300298,02/09/1984,41,Other,16230,1,Low,3,1,Blocked,04/02/2022,4072.63,TechnicalError,App,3,42,,,,,,,,,,,,,,,,,,,,,,,,,101,16/04/2025,,,,,,,,
300299,11/08/1977,49,Other,99653,6,Low,4,1,Expired,26/12/2023,1506.88,InsufficientFunds,Branch,3,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300300,13/03/1941,84,Female,48923,7,Medium,3,0,Expired,09/02/2018,6291.35,CardExpired,CallCenter,2,27,26/03/2018,5845.11,TechnicalError,App,1,26,10/05/2018,8758,CardExpired,Branch,1,11,24/06/2018,6471.99,TechnicalError,Branch,1,13,,,,,,,127,03/11/2024,,,,,155,25/12/2024,,
300301,03/08/1996,29,Other,19868,7,Medium,3,0,Blocked,10/08/2022,9221.14,TechnicalError,App,2,125,24/09/2022,2559.19,TechnicalError,App,1,93,08/11/2022,1414.49,InsufficientFunds,Branch,3,124,23/12/2022,8443.72,InsufficientFunds,CallCenter,1,58,,,,,,,,,197,11/01/2025,177,07/06/2025,,,166,18/07/2025
300302,11/08/1998,28,Male,46356,6,Medium,1,1,Active,27/10/2018,1644.8,InsufficientFunds,App,3,22,11/12/2018,6627.91,TechnicalError,CallCenter,2,135,25/01/2019,6820.8,TechnicalError,Branch,3,61,11/03/2019,3664.84,TechnicalError,CallCenter,2,79,25/04/2019,7174.71,InsufficientFunds,Branch,1,102,,,148,10/02/2026,,,,,155,29/05/2025
300303,25/01/1975,51,Other,53294,4,High,2,0,Expired,23/10/2022,3745.67,TechnicalError,Branch,1,158,07/12/2022,6559.57,TechnicalError,Branch,2,58,21/01/2023,4179.12,TechnicalError,App,2,4,07/03/2023,499.83,TechnicalError,Branch,1,90,21/04/2023,4189.26,TechnicalError,App,3,126,,,152,06/08/2025,148,09/09/2025,,,,
300304,14/09/1970,55,Male,98318,6,Low,2,1,Active,25/06/2019,1976.59,InsufficientFunds,Branch,2,41,09/08/2019,2510.95,CardExpired,Branch,2,117,23/09/2019,1487.99,InsufficientFunds,App,2,4,,,,,,,,,,,,,,,150,03/06/2024,,,,,,
300305,04/10/1980,45,Other,82615,1,Medium,4,0,Active,03/10/2019,8128.93,TechnicalError,CallCenter,1,169,17/11/2019,364.41,TechnicalError,CallCenter,1,5,01/01/2020,7499.93,InsufficientFunds,Branch,1,76,15/02/2020,1999.64,InsufficientFunds,Branch,1,169,31/03/2020,5280.21,TechnicalError,Branch,1,129,,,,,,,191,11/02/2025,128,12/08/2025
300306,09/11/2003,22,Other,60359,7,Low,1,1,Blocked,08/06/2016,1845.78,TechnicalError,Branch,3,7,23/07/2016,6100.18,CardExpired,Branch,1,105,06/09/2016,8918.01,TechnicalError,Branch,1,130,21/10/2016,4775.09,InsufficientFunds,Branch,2,164,,,,,,,144,09/10/2025,178,04/01/2025,120,05/06/2025,,,,
300307,12/03/1999,27,Female,37634,6,High,4,1,Expired,04/07/2018,8411.3,InsufficientFunds,App,2,59,18/08/2018,5353.95,CardExpired,CallCenter,2,168,02/10/2018,8991.68,CardExpired,CallCenter,2,175,16/11/2018,3593.7,CardExpired,CallCenter,1,107,,,,,,,120,08/07/2025,159,01/10/2025,,,,,,
300308,14/11/1993,33,Female,61547,9,Low,3,1,Blocked,15/02/2025,1342.72,TechnicalError,CallCenter,1,119,01/04/2025,1727.72,TechnicalError,App,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,114,10/10/2025
300309,21/09/1968,57,Female,13617,6,High,4,0,Blocked,09/08/2024,1268.61,TechnicalError,Branch,1,112,23/09/2024,3799.99,CardExpired,CallCenter,1,155,07/11/2024,7420.47,InsufficientFunds,CallCenter,3,16,22/12/2024,8301.28,InsufficientFunds,CallCenter,3,34,,,,,,,152,14/08/2025,,,136,07/05/2025,,,134,23/03/2025
300310,18/07/1987,38,Male,41109,7,High,1,0,Blocked,11/03/2016,1535.48,TechnicalError,Branch,2,48,25/04/2016,2218.09,CardExpired,Branch,3,97,09/06/2016,2181.49,TechnicalError,CallCenter,1,97,24/07/2016,287.17,CardExpired,CallCenter,3,119,07/09/2016,9870.59,TechnicalError,CallCenter,1,145,,,,,148,04/05/2025,,,140,31/08/2025
300311,24/02/1962,64,Other,46340,1,High,4,1,Active,16/08/2017,2028.23,TechnicalError,App,1,48,30/09/2017,2784.97,InsufficientFunds,CallCenter,1,121,14/11/2017,1601.67,TechnicalError,App,3,77,,,,,,,,,,,,,,,197,27/12/2025,,,,,151,19/11/2025
300312,26/02/1953,73,Other,49278,6,Medium,4,0,Expired,05/11/2020,4567.73,InsufficientFunds,CallCenter,2,98,20/12/2020,2218.2,TechnicalError,Branch,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300313,18/05/1947,78,Other,91625,7,Medium,2,0,Blocked,11/11/2020,3517.03,TechnicalError,Branch,2,77,26/12/2020,6777.51,CardExpired,App,3,106,,,,,,,,,,,,,,,,,,,170,03/05/2025,,,127,30/09/2024,,,,
300314,07/06/2002,24,Male,40108,4,High,1,0,Expired,17/10/2017,7027.84,InsufficientFunds,Branch,3,132,01/12/2017,4503.07,InsufficientFunds,App,2,178,15/01/2018,4129.83,CardExpired,App,3,102,,,,,,,,,,,,,,,,,,,,,133,04/06/2025
300315,01/06/1956,69,Male,95014,4,Low,1,0,Expired,10/02/2020,6938.33,TechnicalError,Branch,3,103,26/03/2020,3271.79,CardExpired,CallCenter,1,31,,,,,,,,,,,,,,,,,,,107,05/08/2025,152,04/09/2025,114,03/09/2025,,,,
300316,20/02/1987,38,Other,34222,8,Low,1,0,Blocked,25/10/2021,2584.77,TechnicalError,CallCenter,1,11,,,,,,,,,,,,,,,,,,,,,,,,,170,14/04/2024,,,136,22/11/2024,,,177,21/02/2024
300317,07/06/1980,45,Other,55555,2,High,1,0,Blocked,27/07/2022,5499.07,InsufficientFunds,Branch,2,6,10/09/2022,8850.13,CardExpired,Branch,3,135,,,,,,,,,,,,,,,,,,,,,,,,,160,27/11/2024,,
300318,12/09/1947,78,Male,17589,3,High,3,1,Active,05/07/2015,2652.25,InsufficientFunds,CallCenter,1,119,19/08/2015,9190.23,CardExpired,CallCenter,2,71,03/10/2015,4723.06,TechnicalError,Branch,1,160,17/11/2015,9598.12,CardExpired,Branch,1,84,01/01/2016,119.22,CardExpired,App,2,84,,,,,,,,,,
300319,06/09/1968,57,Female,19883,8,High,2,1,Blocked,22/05/2023,6194.92,TechnicalError,App,1,40,06/07/2023,7332.83,InsufficientFunds,App,1,138,20/08/2023,8369.35,CardExpired,Branch,2,102,04/10/2023,6337.54,CardExpired,Branch,3,83,18/11/2023,4943.75,CardExpired,Branch,1,75,,,,,,,189,21/01/2025,131,24/02/2025
300320,06/03/1965,60,Other,53773,7,High,3,1,Active,08/07/2022,3136.45,CardExpired,CallCenter,1,90,22/08/2022,9231.31,CardExpired,Branch,2,52,,,,,,,,,,,,,,,,,,,,,,,100,13/10/2024,154,14/08/2024,,
300321,14/04/1993,33,Male,60108,9,Low,2,1,Expired,27/10/2018,4276.4,CardExpired,App,2,91,11/12/2018,8519.7,InsufficientFunds,App,3,53,25/01/2019,6527.36,CardExpired,CallCenter,2,10,11/03/2019,7437.98,CardExpired,App,1,119,,,,,,,122,22/04/2026,,,,,,,,
300322,19/07/1973,53,Male,38560,2,Medium,1,1,Expired,26/03/2019,9032.86,CardExpired,App,3,65,10/05/2019,8405.1,InsufficientFunds,Branch,3,68,24/06/2019,6104.63,CardExpired,Branch,2,95,,,,,,,,,,,,,114,17/04/2025,,,,,,,149,08/09/2025
300323,01/03/1968,57,Male,65305,7,Low,2,0,Active,22/07/2021,1653.42,TechnicalError,App,2,143,,,,,,,,,,,,,,,,,,,,,,,,,152,15/08/2025,124,02/09/2025,136,14/05/2025,166,05/08/2025,,
300324,01/10/1981,44,Female,49974,7,High,1,1,Active,13/10/2019,2168.23,CardExpired,App,1,68,27/11/2019,5581.97,TechnicalError,Branch,1,168,,,,,,,,,,,,,,,,,,,175,24/04/2025,100,28/05/2025,,,,,,
300325,09/10/2003,22,Male,33783,1,Low,4,1,Active,13/08/2015,6392.85,TechnicalError,Branch,3,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,08/02/2025,,
300326,23/02/1951,74,Other,94447,4,Medium,1,0,Active,03/05/2020,4016.96,CardExpired,App,2,37,17/06/2020,3606.26,CardExpired,Branch,1,160,01/08/2020,6940.36,InsufficientFunds,Branch,1,116,15/09/2020,1781.21,TechnicalError,App,1,21,,,,,,,,,,,112,14/12/2024,,,178,22/07/2025
300327,19/03/1948,78,Male,57047,9,Medium,3,1,Expired,02/04/2020,4647.02,CardExpired,Branch,2,51,17/05/2020,2757.11,CardExpired,CallCenter,3,14,01/07/2020,9906.98,InsufficientFunds,App,1,9,15/08/2020,4954.11,CardExpired,Branch,2,108,,,,,,,,,176,20/09/2025,,,194,01/10/2025,,
300328,21/08/1961,64,Female,42336,2,Low,3,0,Expired,19/04/2016,4671.44,InsufficientFunds,Branch,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,149,15/02/2025,163,22/11/2024,,,,
300329,21/09/1957,68,Male,11732,8,High,1,0,Active,04/12/2022,8242.58,CardExpired,CallCenter,3,165,,,,,,,,,,,,,,,,,,,,,,,,,,,141,17/03/2025,,,,,,
300330,02/03/1959,66,Female,38947,9,Medium,1,1,Active,04/06/2024,1810.15,InsufficientFunds,Branch,3,95,,,,,,,,,,,,,,,,,,,,,,,,,164,19/03/2025,,,,,136,22/04/2025,118,28/03/2025
300331,18/11/1965,61,Female,22279,7,High,4,1,Blocked,22/10/2022,8589.43,CardExpired,CallCenter,3,117,,,,,,,,,,,,,,,,,,,,,,,,,131,24/06/2025,,,,,,,169,18/07/2025
300332,05/06/1958,67,Other,82835,6,Low,4,0,Expired,18/07/2022,8116.11,CardExpired,Branch,3,146,01/09/2022,8870.32,TechnicalError,CallCenter,3,82,16/10/2022,4913.94,InsufficientFunds,CallCenter,1,129,30/11/2022,6937.39,InsufficientFunds,App,1,122,,,,,,,170,21/06/2025,,,,,,,175,28/08/2024
300333,18/06/1992,34,Other,68252,8,Medium,2,0,Blocked,19/10/2016,739.68,CardExpired,App,2,68,03/12/2016,649.2,TechnicalError,Branch,3,84,,,,,,,,,,,,,,,,,,,,,,,,,,,104,04/07/2025
300334,07/05/1976,50,Female,15898,9,High,3,1,Expired,30/11/2022,663.71,TechnicalError,Branch,2,150,14/01/2023,7533.08,InsufficientFunds,Branch,3,148,28/02/2023,6965.99,InsufficientFunds,Branch,2,47,14/04/2023,2517.31,InsufficientFunds,CallCenter,2,99,29/05/2023,1665.41,TechnicalError,CallCenter,3,170,149,12/03/2026,173,21/01/2026,153,03/10/2025,,,123,25/06/2025
300335,08/03/1980,45,Male,49983,7,Low,3,1,Blocked,09/04/2016,2341.57,TechnicalError,CallCenter,3,107,24/05/2016,5792.3,CardExpired,App,1,125,08/07/2016,3359.97,CardExpired,Branch,2,67,22/08/2016,3831,TechnicalError,App,3,156,,,,,,,,,,,145,23/10/2024,,,,
300336,04/04/1982,43,Female,69509,7,Low,1,1,Active,18/08/2022,8268.31,InsufficientFunds,CallCenter,1,17,02/10/2022,4347.09,CardExpired,CallCenter,1,104,,,,,,,,,,,,,,,,,,,,,143,18/08/2024,123,10/06/2025,,,,
300337,20/12/1956,69,Male,32709,6,Medium,1,1,Blocked,21/02/2018,5219.73,CardExpired,App,1,150,07/04/2018,5225.17,TechnicalError,App,1,29,22/05/2018,7306.23,CardExpired,CallCenter,3,57,,,,,,,,,,,,,187,13/12/2024,,,,,133,06/01/2025,105,05/02/2025
